20268 , 6,8M , GCF_017922675.1_ASM1792267v1_genomic.fna
20269 , 6,5M , GCF_017922915.1_ASM1792291v1_genomic.fna
20270 , 7,1M , GCF_017922975.1_ASM1792297v1_genomic.fna
20271 , 6,8M , GCF_017923175.1_ASM1792317v1_genomic.fna
20272 , 6,7M , GCF_017923375.1_ASM1792337v1_genomic.fna
20273 , 6,7M , GCF_017927795.1_ASM1792779v1_genomic.fna
20274 , 9,5M , GCF_017933115.1_ASM1793311v1_genomic.fna
20275 , 9,7M , GCF_017933235.1_ASM1793323v1_genomic.fna
20276 , 9,5M , GCF_017933255.1_ASM1793325v1_genomic.fna
20277 , 2,2M , GCF_017945865.1_ASM1794586v1_genomic.fna
20278 , 3,9M , GCF_017948225.1_ASM1794822v1_genomic.fna
20279 , 6,4M , GCF_017948245.1_ASM1794824v1_genomic.fna
20280 , 4,5M , GCF_017948265.1_ASM1794826v1_genomic.fna
20281 , 4,0M , GCF_017948285.1_ASM1794828v1_genomic.fna
20282 , 2,8M , GCF_017948305.1_ASM1794830v1_genomic.fna
20283 , 4,2M , GCF_017948325.1_ASM1794832v1_genomic.fna
20284 , 4,0M , GCF_017948345.1_ASM1794834v1_genomic.fna
20285 , 3,7M , GCF_017948365.1_ASM1794836v1_genomic.fna
20286 , 6,6M , GCF_017948385.1_ASM1794838v1_genomic.fna
20287 , 3,0M , GCF_017948405.1_ASM1794840v1_genomic.fna
20288 , 3,0M , GCF_017968845.1_ASM1796884v1_genomic.fna
20289 , 5,7M , GCF_017968865.1_ASM1796886v1_genomic.fna
20290 , 6,5M , GCF_017968885.1_ASM1796888v1_genomic.fna
20291 , 3,6M , GCF_017976505.1_ASM1797650v1_genomic.fna
20292 , 761K , GCF_018024475.1_ASM1802447v1_genomic.fna
20293 , 3,4M , GCF_018024495.1_ASM1802449v1_genomic.fna
20294 , 3,9M , GCF_018064205.1_ASM1806420v1_genomic.fna
20295 , 11M , GCF_018069625.1_ASM1806962v1_genomic.fna
20296 , 2,5M , GCF_018069645.1_ASM1806964v1_genomic.fna
20297 , 2,5M , GCF_018069665.1_ASM1806966v1_genomic.fna
20298 , 5,3M , GCF_018074945.1_ASM1807494v1_genomic.fna
20299 , 5,2M , GCF_018075005.1_ASM1807500v1_genomic.fna
20300 , 5,6M , GCF_018075085.1_ASM1807508v1_genomic.fna
20301 , 5,1M , GCF_018075145.1_ASM1807514v1_genomic.fna
20302 , 5,1M , GCF_018075245.1_ASM1807524v1_genomic.fna
20303 , 2,8M , GCF_018075265.1_ASM1807526v1_genomic.fna
20304 , 5,0M , GCF_018075285.1_ASM1807528v1_genomic.fna
20305 , 5,2M , GCF_018075305.1_ASM1807530v1_genomic.fna
20306 , 5,7M , GCF_018075325.1_ASM1807532v1_genomic.fna
20307 , 4,6M , GCF_018075345.1_ASM1807534v1_genomic.fna
20308 , 4,6M , GCF_018075365.1_ASM1807536v1_genomic.fna
20309 , 3,0M , GCF_018080005.1_ASM1808000v1_genomic.fna
20310 , 5,0M , GCF_018085225.1_ASM1808522v1_genomic.fna
20311 , 2,8M , GCF_018093065.1_ASM1809306v1_genomic.fna
20312 , 2,7M , GCF_018093105.1_ASM1809310v1_genomic.fna
20313 , 2,7M , GCF_018093205.1_ASM1809320v1_genomic.fna
20314 , 2,6M , GCF_018093225.1_ASM1809322v1_genomic.fna
20315 , 2,9M , GCF_018106265.1_ASM1810626v1_genomic.fna
20316 , 3,0M , GCF_018106285.1_ASM1810628v1_genomic.fna
20317 , 3,0M , GCF_018106305.1_ASM1810630v1_genomic.fna
20318 , 3,0M , GCF_018106325.1_ASM1810632v1_genomic.fna
20319 , 992K , GCF_018107685.1_ASM1810768v1_genomic.fna
20320 , 2,1M , GCF_018127725.1_ASM1812772v1_genomic.fna
20321 , 2,2M , GCF_018127745.1_ASM1812774v1_genomic.fna
20322 , 2,9M , GCF_018127765.1_ASM1812776v1_genomic.fna
20323 , 3,2M , GCF_018127785.1_ASM1812778v1_genomic.fna
20324 , 2,5M , GCF_018127805.1_ASM1812780v1_genomic.fna
20325 , 2,8M , GCF_018127825.1_ASM1812782v1_genomic.fna
20326 , 2,9M , GCF_018127845.1_ASM1812784v1_genomic.fna
20327 , 3,0M , GCF_018127865.1_ASM1812786v1_genomic.fna
20328 , 3,1M , GCF_018127885.1_ASM1812788v1_genomic.fna
20329 , 3,1M , GCF_018127905.1_ASM1812790v1_genomic.fna
20330 , 3,3M , GCF_018127925.1_ASM1812792v1_genomic.fna
20331 , 3,3M , GCF_018127945.1_ASM1812794v1_genomic.fna
20332 , 3,2M , GCF_018127965.1_ASM1812796v1_genomic.fna
20333 , 3,0M , GCF_018127985.1_ASM1812798v1_genomic.fna
20334 , 3,5M , GCF_018128005.1_ASM1812800v1_genomic.fna
20335 , 3,3M , GCF_018128045.1_ASM1812804v1_genomic.fna
20336 , 3,3M , GCF_018128065.1_ASM1812806v1_genomic.fna
20337 , 3,9M , GCF_018128085.1_ASM1812808v1_genomic.fna
20338 , 4,0M , GCF_018128105.1_ASM1812810v1_genomic.fna
20339 , 2,9M , GCF_018128125.1_ASM1812812v1_genomic.fna
20340 , 3,2M , GCF_018128145.1_ASM1812814v1_genomic.fna
20341 , 2,9M , GCF_018128165.1_ASM1812816v1_genomic.fna
20342 , 3,0M , GCF_018128185.1_ASM1812818v1_genomic.fna
20343 , 3,0M , GCF_018128205.1_ASM1812820v1_genomic.fna
20344 , 2,1M , GCF_018128225.1_ASM1812822v1_genomic.fna
20345 , 2,1M , GCF_018128245.1_ASM1812824v1_genomic.fna
20346 , 4,3M , GCF_018128265.1_ASM1812826v1_genomic.fna
20347 , 3,0M , GCF_018128285.1_ASM1812828v1_genomic.fna
20348 , 1,9M , GCF_018128305.1_ASM1812830v1_genomic.fna
20349 , 3,3M , GCF_018128325.1_ASM1812832v1_genomic.fna
20350 , 3,3M , GCF_018128345.1_ASM1812834v1_genomic.fna
20351 , 3,4M , GCF_018128365.1_ASM1812836v1_genomic.fna
20352 , 5,5M , GCF_018128405.1_ASM1812840v1_genomic.fna
20353 , 4,8M , GCF_018128425.1_ASM1812842v1_genomic.fna
20354 , 5,5M , GCF_018128445.1_ASM1812844v1_genomic.fna
20355 , 5,7M , GCF_018128465.1_ASM1812846v1_genomic.fna
20356 , 9,5M , GCF_018128905.1_ASM1812890v1_genomic.fna
20357 , 3,4M , GCF_018135545.1_ASM1813554v1_genomic.fna
20358 , 2,7M , GCF_018135565.1_ASM1813556v1_genomic.fna
20359 , 3,9M , GCF_018135585.1_ASM1813558v1_genomic.fna
20360 , 5,8M , GCF_018135605.1_ASM1813560v1_genomic.fna
20361 , 5,5M , GCF_018135625.1_ASM1813562v1_genomic.fna
20362 , 5,0M , GCF_018135645.1_ASM1813564v1_genomic.fna
20363 , 2,0M , GCF_018135955.1_ASM1813595v1_genomic.fna
20364 , 3,8M , GCF_018137945.1_ASM1813794v1_genomic.fna
20365 , 5,2M , GCF_018137965.1_ASM1813796v1_genomic.fna
20366 , 2,2M , GCF_018137985.1_ASM1813798v1_genomic.fna
20367 , 7,4M , GCF_018138045.1_ASM1813804v1_genomic.fna
20368 , 6,6M , GCF_018138065.1_ASM1813806v1_genomic.fna
20369 , 4,9M , GCF_018138085.1_ASM1813808v1_genomic.fna
20370 , 6,9M , GCF_018138105.1_ASM1813810v1_genomic.fna
20371 , 3,0M , GCF_018138125.1_ASM1813812v1_genomic.fna
20372 , 5,3M , GCF_018138305.2_ASM1813830v2_genomic.fna
20373 , 3,9M , GCF_018138925.1_ASM1813892v1_genomic.fna
20374 , 3,8M , GCF_018138945.1_ASM1813894v1_genomic.fna
20375 , 3,9M , GCF_018138965.1_ASM1813896v1_genomic.fna
20376 , 3,7M , GCF_018138985.1_ASM1813898v1_genomic.fna
20377 , 3,9M , GCF_018139005.1_ASM1813900v1_genomic.fna
20378 , 3,8M , GCF_018139025.1_ASM1813902v1_genomic.fna
20379 , 5,8M , GCF_018139045.1_ASM1813904v1_genomic.fna
20380 , 2,3M , GCF_018139065.1_ASM1813906v1_genomic.fna
20381 , 8,1M , GCF_018139085.1_ASM1813908v1_genomic.fna
20382 , 3,9M , GCF_018139105.1_ASM1813910v1_genomic.fna
20383 , 3,4M , GCF_018139125.1_ASM1813912v1_genomic.fna
20384 , 2,1M , GCF_018140535.1_ASM1814053v1_genomic.fna
20385 , 4,1M , GCF_018140555.1_ASM1814055v1_genomic.fna
20386 , 4,7M , GCF_018140575.1_ASM1814057v1_genomic.fna
20387 , 5,9M , GCF_018140595.1_ASM1814059v1_genomic.fna
20388 , 2,6M , GCF_018140615.1_ASM1814061v1_genomic.fna
20389 , 4,4M , GCF_018140655.1_ASM1814065v1_genomic.fna
20390 , 2,7M , GCF_018140675.1_ASM1814067v1_genomic.fna
20391 , 5,5M , GCF_018140905.1_ASM1814090v1_genomic.fna
20392 , 4,2M , GCF_018140925.1_ASM1814092v1_genomic.fna
20393 , 5,3M , GCF_018140965.1_ASM1814096v1_genomic.fna
20394 , 1,9M , GCF_018140985.1_ASM1814098v1_genomic.fna
20395 , 5,0M , GCF_018141005.1_ASM1814100v1_genomic.fna
20396 , 5,4M , GCF_018141025.1_ASM1814102v1_genomic.fna
20397 , 6,8M , GCF_018141045.1_ASM1814104v1_genomic.fna
20398 , 5,9M , GCF_018141085.1_ASM1814108v1_genomic.fna
20399 , 8,0M , GCF_018141105.1_ASM1814110v1_genomic.fna
20400 , 5,3M , GCF_018141125.1_ASM1814112v1_genomic.fna
20401 , 4,7M , GCF_018141145.1_ASM1814114v1_genomic.fna
20402 , 3,8M , GCF_018141165.1_ASM1814116v1_genomic.fna
20403 , 2,9M , GCF_018141205.1_ASM1814120v1_genomic.fna
20404 , 5,2M , GCF_018141225.1_ASM1814122v1_genomic.fna
20405 , 4,7M , GCF_018141245.1_ASM1814124v1_genomic.fna
20406 , 5,2M , GCF_018141265.1_ASM1814126v1_genomic.fna
20407 , 909K , GCF_018141305.1_ASM1814130v1_genomic.fna
20408 , 5,2M , GCF_018141345.1_ASM1814134v1_genomic.fna
20409 , 5,5M , GCF_018141365.1_ASM1814136v1_genomic.fna
20410 , 2,7M , GCF_018141385.1_ASM1814138v1_genomic.fna
20411 , 5,5M , GCF_018141425.1_ASM1814142v1_genomic.fna
20412 , 6,2M , GCF_018141445.1_ASM1814144v1_genomic.fna
20413 , 3,8M , GCF_018141465.1_ASM1814146v1_genomic.fna
20414 , 8,0M , GCF_018141485.1_ASM1814148v1_genomic.fna
20415 , 4,8M , GCF_018141505.1_ASM1814150v2_genomic.fna
20416 , 3,3M , GCF_018141525.1_ASM1814152v1_genomic.fna
20417 , 4,4M , GCF_018141545.1_ASM1814154v1_genomic.fna
20418 , 6,5M , GCF_018141565.1_ASM1814156v1_genomic.fna
20419 , 2,5M , GCF_018141585.1_ASM1814158v1_genomic.fna
20420 , 2,5M , GCF_018141605.1_ASM1814160v1_genomic.fna
20421 , 6,6M , GCF_018141625.1_ASM1814162v1_genomic.fna
20422 , 6,4M , GCF_018141645.1_ASM1814164v1_genomic.fna
20423 , 1,3M , GCF_018141665.1_ASM1814166v1_genomic.fna
20424 , 5,0M , GCF_018141705.1_ASM1814170v1_genomic.fna
20425 , 2,4M , GCF_018141745.1_ASM1814174v1_genomic.fna
20426 , 2,4M , GCF_018141765.1_ASM1814176v1_genomic.fna
20427 , 2,3M , GCF_018141805.1_ASM1814180v1_genomic.fna
20428 , 1,8M , GCF_018176575.1_ASM1817657v1_genomic.fna
20429 , 1,8M , GCF_018176655.1_ASM1817665v1_genomic.fna
20430 , 1,9M , GCF_018176755.1_ASM1817675v1_genomic.fna
20431 , 1,9M , GCF_018176875.1_ASM1817687v1_genomic.fna
20432 , 1,9M , GCF_018176975.1_ASM1817697v1_genomic.fna
20433 , 5,2M , GCF_018195715.2_ASM1819571v2_genomic.fna
20434 , 5,5M , GCF_018199955.1_ASM1819995v1_genomic.fna
20435 , 5,2M , GCF_018199975.1_ASM1819997v1_genomic.fna
20436 , 5,2M , GCF_018199995.1_ASM1819999v1_genomic.fna
20437 , 3,8M , GCF_018200035.1_ASM1820003v1_genomic.fna
20438 , 6,0M , GCF_018204675.1_ASM1820467v1_genomic.fna
20439 , 3,3M , GCF_018205975.1_ASM1820597v1_genomic.fna
20440 , 7,5M , GCF_018207515.1_ASM1820751v1_genomic.fna
20441 , 4,1M , GCF_018208375.1_ASM1820837v1_genomic.fna
20442 , 4,6M , GCF_018219155.1_ASM1821915v1_genomic.fna
20443 , 1,9M , GCF_018219175.1_ASM1821917v1_genomic.fna
20444 , 2,7M , GCF_018219225.1_ASM1821922v1_genomic.fna
20445 , 2,7M , GCF_018219245.1_ASM1821924v1_genomic.fna
20446 , 4,4M , GCF_018219265.1_ASM1821926v1_genomic.fna
20447 , 2,8M , GCF_018219285.1_ASM1821928v1_genomic.fna
20448 , 3,1M , GCF_018219325.1_ASM1821932v1_genomic.fna
20449 , 4,9M , GCF_018219415.1_ASM1821941v1_genomic.fna
20450 , 5,0M , GCF_018219435.1_ASM1821943v1_genomic.fna
20451 , 4,9M , GCF_018219455.1_ASM1821945v1_genomic.fna
20452 , 3,7M , GCF_018223345.1_ASM1822334v1_genomic.fna
20453 , 3,9M , GCF_018223585.1_ASM1822358v1_genomic.fna
20454 , 3,8M , GCF_018223605.1_ASM1822360v1_genomic.fna
20455 , 3,0M , GCF_018223625.1_ASM1822362v1_genomic.fna
20456 , 5,0M , GCF_018223665.1_ASM1822366v1_genomic.fna
20457 , 8,1M , GCF_018223685.1_ASM1822368v1_genomic.fna
20458 , 3,8M , GCF_018223705.1_ASM1822370v1_genomic.fna
20459 , 8,1M , GCF_018223725.1_ASM1822372v1_genomic.fna
20460 , 5,8M , GCF_018223745.1_ASM1822374v1_genomic.fna
20461 , 7,8M , GCF_018223765.1_ASM1822376v1_genomic.fna
20462 , 9,0M , GCF_018223785.1_ASM1822378v1_genomic.fna
20463 , 7,7M , GCF_018223805.1_ASM1822380v1_genomic.fna
20464 , 6,2M , GCF_018223845.1_ASM1822384v1_genomic.fna
20465 , 6,9M , GCF_018228345.1_ASM1822834v1_genomic.fna
20466 , 6,9M , GCF_018228385.1_ASM1822838v1_genomic.fna
20467 , 7,0M , GCF_018228525.1_ASM1822852v1_genomic.fna
20468 , 6,8M , GCF_018228545.1_ASM1822854v1_genomic.fna
20469 , 6,9M , GCF_018228565.1_ASM1822856v1_genomic.fna
20470 , 6,9M , GCF_018228585.1_ASM1822858v1_genomic.fna
20471 , 6,9M , GCF_018228605.1_ASM1822860v1_genomic.fna
20472 , 7,9M , GCF_018228625.1_ASM1822862v1_genomic.fna
20473 , 4,4M , GCF_018228725.1_ASM1822872v1_genomic.fna
20474 , 2,9M , GCF_018228745.1_ASM1822874v1_genomic.fna
20475 , 5,5M , GCF_018243215.1_ASM1824321v1_genomic.fna
20476 , 5,5M , GCF_018243235.1_ASM1824323v1_genomic.fna
20477 , 8,1M , GCF_018255755.1_ASM1825575v1_genomic.fna
20478 , 4,1M , GCF_018255775.1_ASM1825577v1_genomic.fna
20479 , 2,9M , GCF_018255795.1_ASM1825579v1_genomic.fna
20480 , 5,1M , GCF_018255815.1_ASM1825581v1_genomic.fna
20481 , 4,7M , GCF_018255835.1_ASM1825583v1_genomic.fna
20482 , 7,8M , GCF_018255875.1_ASM1825587v1_genomic.fna
20483 , 12M , GCF_018263855.1_ASM1826385v1_genomic.fna
20484 , 6,0M , GCF_018274525.2_ASM1827452v2_genomic.fna
20485 , 5,3M , GCF_018278725.1_ASM1827872v1_genomic.fna
20486 , 5,4M , GCF_018278905.1_ASM1827890v1_genomic.fna
20487 , 2,2M , GCF_018278985.1_ASM1827898v1_genomic.fna
20488 , 5,1M , GCF_018279085.1_ASM1827908v1_genomic.fna
20489 , 5,1M , GCF_018279125.1_ASM1827912v1_genomic.fna
20490 , 2,7M , GCF_018279145.1_ASM1827914v1_genomic.fna
20491 , 2,7M , GCF_018279165.1_ASM1827916v1_genomic.fna
20492 , 5,5M , GCF_018279185.1_ASM1827918v1_genomic.fna
20493 , 4,7M , GCF_018279205.1_ASM1827920v1_genomic.fna
20494 , 5,5M , GCF_018279225.1_ASM1827922v1_genomic.fna
20495 , 7,0M , GCF_018279245.1_ASM1827924v1_genomic.fna
20496 , 6,7M , GCF_018279265.1_ASM1827926v1_genomic.fna
20497 , 6,9M , GCF_018279285.1_ASM1827928v1_genomic.fna
20498 , 6,6M , GCF_018279305.1_ASM1827930v1_genomic.fna
20499 , 5,9M , GCF_018279325.1_ASM1827932v1_genomic.fna
20500 , 2,8M , GCF_018279565.1_ASM1827956v1_genomic.fna
20501 , 4,9M , GCF_018279585.1_ASM1827958v1_genomic.fna
20502 , 5,7M , GCF_018279705.1_ASM1827970v1_genomic.fna
20503 , 6,3M , GCF_018279805.1_ASM1827980v1_genomic.fna
20504 , 5,2M , GCF_018279895.1_ASM1827989v1_genomic.fna
20505 , 3,5M , GCF_018281725.1_ASM1828172v1_genomic.fna
20506 , 3,8M , GCF_018282115.1_ASM1828211v1_genomic.fna
20507 , 5,8M , GCF_018283505.2_ASM1828350v2_genomic.fna
20508 , 5,8M , GCF_018283575.2_ASM1828357v2_genomic.fna
20509 , 2,9M , GCF_018286375.1_ASM1828637v1_genomic.fna
20510 , 3,0M , GCF_018286435.1_ASM1828643v1_genomic.fna
20511 , 4,1M , GCF_018286575.1_ASM1828657v1_genomic.fna
20512 , 4,7M , GCF_018286635.1_ASM1828663v1_genomic.fna
20513 , 3,4M , GCF_018286655.1_ASM1828665v1_genomic.fna
20514 , 4,9M , GCF_018288775.1_ASM1828877v1_genomic.fna
20515 , 5,2M , GCF_018288975.1_ASM1828897v1_genomic.fna
20516 , 6,6M , GCF_018289035.1_ASM1828903v1_genomic.fna
20517 , 6,4M , GCF_018289135.1_ASM1828913v1_genomic.fna
20518 , 5,2M , GCF_018289175.1_ASM1828917v1_genomic.fna
20519 , 6,6M , GCF_018289275.1_ASM1828927v1_genomic.fna
20520 , 5,0M , GCF_018289295.1_ASM1828929v1_genomic.fna
20521 , 4,7M , GCF_018289315.1_ASM1828931v1_genomic.fna
20522 , 5,2M , GCF_018289335.1_ASM1828933v1_genomic.fna
20523 , 5,2M , GCF_018289355.1_ASM1828935v1_genomic.fna
20524 , 4,9M , GCF_018289375.1_ASM1828937v1_genomic.fna
20525 , 5,3M , GCF_018291785.1_ASM1829178v1_genomic.fna
20526 , 5,7M , GCF_018291825.1_ASM1829182v1_genomic.fna
20527 , 5,4M , GCF_018291945.1_ASM1829194v1_genomic.fna
20528 , 6,6M , GCF_018292045.1_ASM1829204v1_genomic.fna
20529 , 5,7M , GCF_018292105.1_ASM1829210v1_genomic.fna
20530 , 7,1M , GCF_018292125.1_ASM1829212v1_genomic.fna
20531 , 4,9M , GCF_018292145.1_ASM1829214v1_genomic.fna
20532 , 4,8M , GCF_018292165.1_ASM1829216v1_genomic.fna
20533 , 5,1M , GCF_018292185.1_ASM1829218v1_genomic.fna
20534 , 5,4M , GCF_018292205.1_ASM1829220v1_genomic.fna
20535 , 3,7M , GCF_018304665.1_ASM1830466v1_genomic.fna
20536 , 3,6M , GCF_018304685.1_ASM1830468v1_genomic.fna
20537 , 3,7M , GCF_018304705.1_ASM1830470v1_genomic.fna
20538 , 3,7M , GCF_018304725.1_ASM1830472v1_genomic.fna
20539 , 3,7M , GCF_018304745.1_ASM1830474v1_genomic.fna
20540 , 3,6M , GCF_018304765.1_ASM1830476v1_genomic.fna
20541 , 3,7M , GCF_018304785.1_ASM1830478v1_genomic.fna
20542 , 3,6M , GCF_018304805.1_ASM1830480v1_genomic.fna
20543 , 3,6M , GCF_018304825.1_ASM1830482v1_genomic.fna
20544 , 2,7M , GCF_018308945.1_ASM1830894v1_genomic.fna
20545 , 3,9M , GCF_018309085.1_ASM1830908v1_genomic.fna
20546 , 5,1M , GCF_018309125.1_ASM1830912v1_genomic.fna
20547 , 5,3M , GCF_018309145.1_ASM1830914v1_genomic.fna
20548 , 5,3M , GCF_018309165.1_ASM1830916v1_genomic.fna
20549 , 4,8M , GCF_018310415.1_ASM1831041v1_genomic.fna
20550 , 4,8M , GCF_018310435.1_ASM1831043v1_genomic.fna
20551 , 4,8M , GCF_018310455.1_ASM1831045v1_genomic.fna
20552 , 5,7M , GCF_018310495.1_ASM1831049v1_genomic.fna
20553 , 4,8M , GCF_018310515.1_ASM1831051v1_genomic.fna
20554 , 9,3M , GCF_018310535.1_ASM1831053v1_genomic.fna
20555 , 3,0M , GCF_018310555.1_ASM1831055v1_genomic.fna
20556 , 7,9M , GCF_018310575.1_ASM1831057v1_genomic.fna
20557 , 5,6M , GCF_018314115.1_ASM1831411v1_genomic.fna
20558 , 5,6M , GCF_018314145.1_ASM1831414v1_genomic.fna
20559 , 2,5M , GCF_018314255.1_ASM1831425v1_genomic.fna
20560 , 5,2M , GCF_018316615.1_ASM1831661v1_genomic.fna
20561 , 7,2M , GCF_018316655.1_ASM1831665v1_genomic.fna
20562 , 6,4M , GCF_018316795.1_ASM1831679v1_genomic.fna
20563 , 4,9M , GCF_018323885.1_ASM1832388v1_genomic.fna
20564 , 2,2M , GCF_018323945.1_ASM1832394v1_genomic.fna
20565 , 5,6M , GCF_018324045.1_ASM1832404v1_genomic.fna
20566 , 3,3M , GCF_018324105.1_ASM1832410v1_genomic.fna
20567 , 9,6M , GCF_018324205.1_ASM1832420v1_genomic.fna
20568 , 8,1M , GCF_018324255.1_ASM1832425v1_genomic.fna
20569 , 6,1M , GCF_018324325.1_ASM1832432v1_genomic.fna
20570 , 2,5M , GCF_018324385.1_ASM1832438v1_genomic.fna
20571 , 4,2M , GCF_018324505.1_ASM1832450v1_genomic.fna
20572 , 4,2M , GCF_018324565.1_ASM1832456v1_genomic.fna
20573 , 6,9M , GCF_018324685.1_ASM1832468v1_genomic.fna
20574 , 6,6M , GCF_018325805.1_ASM1832580v1_genomic.fna
20575 , 6,6M , GCF_018325865.1_ASM1832586v1_genomic.fna
20576 , 6,6M , GCF_018325905.1_ASM1832590v1_genomic.fna
20577 , 6,1M , GCF_018325965.1_ASM1832596v1_genomic.fna
20578 , 6,4M , GCF_018326005.1_ASM1832600v1_genomic.fna
20579 , 7,2M , GCF_018326065.1_ASM1832606v1_genomic.fna
20580 , 2,3M , GCF_018326105.1_ASM1832610v1_genomic.fna
20581 , 6,3M , GCF_018326145.1_ASM1832614v1_genomic.fna
20582 , 6,4M , GCF_018326245.1_ASM1832624v1_genomic.fna
20583 , 8,4M , GCF_018326265.1_ASM1832626v1_genomic.fna
20584 , 6,3M , GCF_018326285.1_ASM1832628v1_genomic.fna
20585 , 2,5M , GCF_018326305.1_ASM1832630v1_genomic.fna
20586 , 5,2M , GCF_018326325.1_ASM1832632v1_genomic.fna
20587 , 5,1M , GCF_018326345.1_ASM1832634v1_genomic.fna
20588 , 6,8M , GCF_018326405.1_ASM1832640v1_genomic.fna
20589 , 3,1M , GCF_018326425.1_ASM1832642v1_genomic.fna
20590 , 4,8M , GCF_018326605.1_ASM1832660v1_genomic.fna
20591 , 1,1M , GCF_018336255.1_ASM1833625v1_genomic.fna
20592 , 1,1M , GCF_018336275.1_ASM1833627v1_genomic.fna
20593 , 1,1M , GCF_018336295.1_ASM1833629v1_genomic.fna
20594 , 1,1M , GCF_018336315.1_ASM1833631v1_genomic.fna
20595 , 3,9M , GCF_018336415.1_ASM1833641v1_genomic.fna
20596 , 4,7M , GCF_018336435.1_ASM1833643v1_genomic.fna
20597 , 4,1M , GCF_018336495.1_ASM1833649v1_genomic.fna
20598 , 2,9M , GCF_018336515.1_ASM1833651v1_genomic.fna
20599 , 2,8M , GCF_018336535.1_ASM1833653v1_genomic.fna
20600 , 1,8M , GCF_018336555.1_ASM1833655v1_genomic.fna
20601 , 3,0M , GCF_018336635.1_ASM1833663v1_genomic.fna
20602 , 2,9M , GCF_018336655.1_ASM1833665v1_genomic.fna
20603 , 3,0M , GCF_018336675.1_ASM1833667v1_genomic.fna
20604 , 2,9M , GCF_018336695.1_ASM1833669v1_genomic.fna
20605 , 2,9M , GCF_018336715.1_ASM1833671v1_genomic.fna
20606 , 2,9M , GCF_018336735.1_ASM1833673v1_genomic.fna
20607 , 2,9M , GCF_018336755.1_ASM1833675v1_genomic.fna
20608 , 2,9M , GCF_018336775.1_ASM1833677v1_genomic.fna
20609 , 2,9M , GCF_018336795.1_ASM1833679v1_genomic.fna
20610 , 2,7M , GCF_018336815.1_ASM1833681v1_genomic.fna
20611 , 5,8M , GCF_018336835.1_ASM1833683v1_genomic.fna
20612 , 3,4M , GCF_018336855.1_ASM1833685v1_genomic.fna
20613 , 2,0M , GCF_018336875.1_ASM1833687v1_genomic.fna
20614 , 6,9M , GCF_018336915.1_ASM1833691v1_genomic.fna
20615 , 5,3M , GCF_018336935.1_ASM1833693v1_genomic.fna
20616 , 3,1M , GCF_018336995.1_ASM1833699v1_genomic.fna
20617 , 1,1M , GCF_018337015.1_ASM1833701v1_genomic.fna
20618 , 4,4M , GCF_018338735.1_ASM1833873v1_genomic.fna
20619 , 4,6M , GCF_018340585.1_ASM1834058v1_genomic.fna
20620 , 5,8M , GCF_018343775.1_ASM1834377v1_genomic.fna
20621 , 2,3M , GCF_018343795.1_ASM1834379v1_genomic.fna
20622 , 1,2M , GCF_018343815.1_ASM1834381v1_genomic.fna
20623 , 4,9M , GCF_018343835.1_ASM1834383v1_genomic.fna
20624 , 7,7M , GCF_018343855.1_ASM1834385v1_genomic.fna
20625 , 3,8M , GCF_018350285.1_ASM1835028v1_genomic.fna
20626 , 3,3M , GCF_018351295.1_ASM1835129v1_genomic.fna
20627 , 4,8M , GCF_018361045.1_ASM1836104v1_genomic.fna
20628 , 4,8M , GCF_018361065.1_ASM1836106v1_genomic.fna
20629 , 4,8M , GCF_018361085.1_ASM1836108v1_genomic.fna
20630 , 4,8M , GCF_018361105.1_ASM1836110v1_genomic.fna
20631 , 4,8M , GCF_018361125.1_ASM1836112v1_genomic.fna
20632 , 4,8M , GCF_018361145.1_ASM1836114v1_genomic.fna
20633 , 4,8M , GCF_018361165.1_ASM1836116v1_genomic.fna
20634 , 4,8M , GCF_018361185.1_ASM1836118v1_genomic.fna
20635 , 4,8M , GCF_018361205.1_ASM1836120v1_genomic.fna
20636 , 4,8M , GCF_018361225.1_ASM1836122v1_genomic.fna
20637 , 4,8M , GCF_018361245.1_ASM1836124v1_genomic.fna
20638 , 4,8M , GCF_018361365.1_ASM1836136v1_genomic.fna
20639 , 7,8M , GCF_018362975.1_ASM1836297v1_genomic.fna
20640 , 4,9M , GCF_018362995.1_ASM1836299v1_genomic.fna
20641 , 5,6M , GCF_018363015.1_ASM1836301v1_genomic.fna
20642 , 3,8M , GCF_018363035.1_ASM1836303v1_genomic.fna
20643 , 3,1M , GCF_018363055.1_ASM1836305v1_genomic.fna
20644 , 2,8M , GCF_018363075.1_ASM1836307v1_genomic.fna
20645 , 3,1M , GCF_018363095.1_ASM1836309v1_genomic.fna
20646 , 3,8M , GCF_018388425.1_ASM1838842v1_genomic.fna
20647 , 4,0M , GCF_018388445.1_ASM1838844v1_genomic.fna
20648 , 3,9M , GCF_018388465.1_ASM1838846v1_genomic.fna
20649 , 5,9M , GCF_018388485.1_ASM1838848v1_genomic.fna
20650 , 5,7M , GCF_018388505.1_ASM1838850v1_genomic.fna
20651 , 6,0M , GCF_018388525.1_ASM1838852v1_genomic.fna
20652 , 5,8M , GCF_018388545.1_ASM1838854v1_genomic.fna
20653 , 4,7M , GCF_018388565.1_ASM1838856v1_genomic.fna
20654 , 4,7M , GCF_018388585.1_ASM1838858v1_genomic.fna
20655 , 5,0M , GCF_018388785.1_ASM1838878v1_genomic.fna
20656 , 4,1M , GCF_018389385.1_ASM1838938v1_genomic.fna
