13156 , 3,7M , GCF_007954585.1_ASM795458v1_genomic.fna
13157 , 1,8M , GCF_007954605.1_ASM795460v1_genomic.fna
13158 , 1,8M , GCF_007954625.1_ASM795462v1_genomic.fna
13159 , 1,9M , GCF_007954645.1_ASM795464v1_genomic.fna
13160 , 1,8M , GCF_007954665.1_ASM795466v1_genomic.fna
13161 , 2,9M , GCF_007954685.1_ASM795468v1_genomic.fna
13162 , 2,0M , GCF_007954705.1_ASM795470v1_genomic.fna
13163 , 2,0M , GCF_007954725.1_ASM795472v1_genomic.fna
13164 , 1,9M , GCF_007954745.1_ASM795474v1_genomic.fna
13165 , 2,5M , GCF_007954765.1_ASM795476v1_genomic.fna
13166 , 1,9M , GCF_007954785.1_ASM795478v1_genomic.fna
13167 , 5,8M , GCF_007954925.2_ASM795492v2_genomic.fna
13168 , 5,8M , GCF_007955015.2_ASM795501v2_genomic.fna
13169 , 5,8M , GCF_007955105.2_ASM795510v2_genomic.fna
13170 , 2,6M , GCF_007963885.1_ASM796388v1_genomic.fna
13171 , 2,7M , GCF_007964065.1_ASM796406v1_genomic.fna
13172 , 2,7M , GCF_007964225.1_ASM796422v1_genomic.fna
13173 , 2,7M , GCF_007964465.1_ASM796446v1_genomic.fna
13174 , 2,7M , GCF_007964685.1_ASM796468v1_genomic.fna
13175 , 2,6M , GCF_007964805.1_ASM796480v1_genomic.fna
13176 , 2,7M , GCF_007964925.1_ASM796492v1_genomic.fna
13177 , 2,7M , GCF_007965105.1_ASM796510v1_genomic.fna
13178 , 2,7M , GCF_007965355.1_ASM796535v1_genomic.fna
13179 , 2,6M , GCF_007965585.1_ASM796558v1_genomic.fna
13180 , 2,7M , GCF_007965745.1_ASM796574v1_genomic.fna
13181 , 2,7M , GCF_007965905.1_ASM796590v1_genomic.fna
13182 , 2,7M , GCF_007966105.1_ASM796610v1_genomic.fna
13183 , 7,6M , GCF_007970185.1_ASM797018v1_genomic.fna
13184 , 3,1M , GCF_007970465.1_ASM797046v1_genomic.fna
13185 , 5,1M , GCF_007970665.1_ASM797066v1_genomic.fna
13186 , 5,0M , GCF_007970805.1_ASM797080v1_genomic.fna
13187 , 5,2M , GCF_007971025.1_ASM797102v1_genomic.fna
13188 , 5,4M , GCF_007971225.1_ASM797122v1_genomic.fna
13189 , 5,6M , GCF_007971385.1_ASM797138v1_genomic.fna
13190 , 7,6M , GCF_007971525.1_ASM797152v1_genomic.fna
13191 , 1,3M , GCF_007971685.1_ASM797168v1_genomic.fna
13192 , 1,3M , GCF_007972595.1_ASM797259v1_genomic.fna
13193 , 1,3M , GCF_007972745.1_ASM797274v1_genomic.fna
13194 , 2,6M , GCF_007973265.1_ASM797326v1_genomic.fna
13195 , 2,6M , GCF_007973365.1_ASM797336v1_genomic.fna
13196 , 2,6M , GCF_007973645.1_ASM797364v1_genomic.fna
13197 , 2,6M , GCF_007973825.1_ASM797382v1_genomic.fna
13198 , 2,6M , GCF_007974025.1_ASM797402v1_genomic.fna
13199 , 2,6M , GCF_007974045.1_ASM797404v1_genomic.fna
13200 , 2,6M , GCF_007974065.1_ASM797406v1_genomic.fna
13201 , 2,6M , GCF_007974085.1_ASM797408v1_genomic.fna
13202 , 2,6M , GCF_007974105.1_ASM797410v1_genomic.fna
13203 , 2,6M , GCF_007974125.1_ASM797412v1_genomic.fna
13204 , 2,6M , GCF_007974145.1_ASM797414v1_genomic.fna
13205 , 2,6M , GCF_007974165.1_ASM797416v1_genomic.fna
13206 , 2,6M , GCF_007974375.1_ASM797437v1_genomic.fna
13207 , 2,6M , GCF_007974525.1_ASM797452v1_genomic.fna
13208 , 2,5M , GCF_007974745.1_ASM797474v1_genomic.fna
13209 , 2,5M , GCF_007974925.1_ASM797492v1_genomic.fna
13210 , 2,5M , GCF_007975085.1_ASM797508v1_genomic.fna
13211 , 2,6M , GCF_007975225.1_ASM797522v1_genomic.fna
13212 , 2,5M , GCF_007975365.1_ASM797536v1_genomic.fna
13213 , 2,5M , GCF_007975575.1_ASM797557v1_genomic.fna
13214 , 2,7M , GCF_007975765.1_ASM797576v1_genomic.fna
13215 , 2,7M , GCF_007976025.1_ASM797602v1_genomic.fna
13216 , 2,7M , GCF_007976245.1_ASM797624v1_genomic.fna
13217 , 2,6M , GCF_007976445.1_ASM797644v1_genomic.fna
13218 , 2,6M , GCF_007976625.1_ASM797662v1_genomic.fna
13219 , 2,5M , GCF_007976765.1_ASM797676v1_genomic.fna
13220 , 2,6M , GCF_007976905.1_ASM797690v1_genomic.fna
13221 , 2,6M , GCF_007977085.1_ASM797708v1_genomic.fna
13222 , 2,6M , GCF_007977225.1_ASM797722v1_genomic.fna
13223 , 2,6M , GCF_007977495.1_ASM797749v1_genomic.fna
13224 , 2,5M , GCF_007977645.1_ASM797764v1_genomic.fna
13225 , 2,5M , GCF_007977825.1_ASM797782v1_genomic.fna
13226 , 2,5M , GCF_007978045.1_ASM797804v1_genomic.fna
13227 , 2,6M , GCF_007978185.1_ASM797818v1_genomic.fna
13228 , 2,6M , GCF_007978365.1_ASM797836v1_genomic.fna
13229 , 2,6M , GCF_007978505.1_ASM797850v1_genomic.fna
13230 , 2,7M , GCF_007978725.1_ASM797872v1_genomic.fna
13231 , 2,7M , GCF_007978905.1_ASM797890v1_genomic.fna
13232 , 2,6M , GCF_007979065.1_ASM797906v1_genomic.fna
13233 , 2,6M , GCF_007979225.1_ASM797922v1_genomic.fna
13234 , 2,7M , GCF_007979365.1_ASM797936v1_genomic.fna
13235 , 2,6M , GCF_007979525.1_ASM797952v1_genomic.fna
13236 , 2,6M , GCF_007979665.1_ASM797966v1_genomic.fna
13237 , 2,6M , GCF_007979905.1_ASM797990v1_genomic.fna
13238 , 2,6M , GCF_007980045.1_ASM798004v1_genomic.fna
13239 , 2,6M , GCF_007980145.1_ASM798014v1_genomic.fna
13240 , 2,6M , GCF_007980285.1_ASM798028v1_genomic.fna
13241 , 2,6M , GCF_007980445.1_ASM798044v1_genomic.fna
13242 , 2,7M , GCF_007980645.1_ASM798064v1_genomic.fna
13243 , 2,6M , GCF_007980785.1_ASM798078v1_genomic.fna
13244 , 2,8M , GCF_007980905.1_ASM798090v1_genomic.fna
13245 , 2,6M , GCF_007980965.1_ASM798096v1_genomic.fna
13246 , 2,7M , GCF_007980985.1_ASM798098v1_genomic.fna
13247 , 2,7M , GCF_007981005.1_ASM798100v1_genomic.fna
13248 , 2,8M , GCF_007981025.1_ASM798102v1_genomic.fna
13249 , 2,7M , GCF_007981045.1_ASM798104v1_genomic.fna
13250 , 5,0M , GCF_007981265.1_ASM798126v1_genomic.fna
13251 , 1,4M , GCF_007989425.1_ASM798942v1_genomic.fna
13252 , 2,8M , GCF_007990365.1_ASM799036v1_genomic.fna
13253 , 2,3M , GCF_007990385.1_ASM799038v1_genomic.fna
13254 , 2,5M , GCF_007990405.1_ASM799040v1_genomic.fna
13255 , 2,9M , GCF_007990425.1_ASM799042v1_genomic.fna
13256 , 2,4M , GCF_007990445.1_ASM799044v1_genomic.fna
13257 , 2,3M , GCF_007990505.1_ASM799050v1_genomic.fna
13258 , 2,6M , GCF_007990525.1_ASM799052v1_genomic.fna
13259 , 2,3M , GCF_007990545.2_ASM799054v2_genomic.fna
13260 , 2,6M , GCF_007990575.1_ASM799057v1_genomic.fna
13261 , 2,3M , GCF_007990635.1_ASM799063v1_genomic.fna
13262 , 5,4M , GCF_007990655.1_ASM799065v1_genomic.fna
13263 , 1,8M , GCF_007993715.1_ASM799371v1_genomic.fna
13264 , 5,7M , GCF_007993755.1_ASM799375v1_genomic.fna
13265 , 7,8M , GCF_007993775.1_ASM799377v1_genomic.fna
13266 , 3,3M , GCF_007993795.1_ASM799379v1_genomic.fna
13267 , 4,8M , GCF_007995155.1_ASM799515v1_genomic.fna
13268 , 5,1M , GCF_007995175.1_ASM799517v1_genomic.fna
13269 , 2,9M , GCF_007998145.1_ASM799814v1_genomic.fna
13270 , 2,2M , GCF_007998985.1_ASM799898v1_genomic.fna
13271 , 4,3M , GCF_008000755.1_ASM800075v1_genomic.fna
13272 , 4,1M , GCF_008000795.1_ASM800079v1_genomic.fna
13273 , 6,2M , GCF_008000815.1_ASM800081v1_genomic.fna
13274 , 2,8M , GCF_008000835.1_ASM800083v1_genomic.fna
13275 , 2,8M , GCF_008000855.1_ASM800085v1_genomic.fna
13276 , 2,9M , GCF_008000875.1_ASM800087v1_genomic.fna
13277 , 6,1M , GCF_008000895.1_ASM800089v1_genomic.fna
13278 , 5,2M , GCF_008000915.1_ASM800091v1_genomic.fna
13279 , 3,9M , GCF_008000935.1_ASM800093v1_genomic.fna
13280 , 2,6M , GCF_008000975.1_ASM800097v1_genomic.fna
13281 , 5,0M , GCF_008000995.1_ASM800099v1_genomic.fna
13282 , 3,4M , GCF_008001015.1_ASM800101v1_genomic.fna
13283 , 2,8M , GCF_008001035.1_ASM800103v1_genomic.fna
13284 , 3,8M , GCF_008001235.1_ASM800123v1_genomic.fna
13285 , 4,4M , GCF_008033115.1_ASM803311v1_genomic.fna
13286 , 4,2M , GCF_008033135.1_ASM803313v1_genomic.fna
13287 , 2,1M , GCF_008033155.1_ASM803315v1_genomic.fna
13288 , 2,3M , GCF_008033175.1_ASM803317v1_genomic.fna
13289 , 1,9M , GCF_008033195.1_ASM803319v1_genomic.fna
13290 , 1,4M , GCF_008033215.1_ASM803321v1_genomic.fna
13291 , 4,2M , GCF_008033235.1_ASM803323v1_genomic.fna
13292 , 4,0M , GCF_008033255.2_ASM803325v2_genomic.fna
13293 , 4,9M , GCF_008033295.1_ASM803329v1_genomic.fna
13294 , 4,8M , GCF_008033315.1_ASM803331v1_genomic.fna
13295 , 6,3M , GCF_008033725.1_ASM803372v1_genomic.fna
13296 , 6,3M , GCF_008033745.1_ASM803374v1_genomic.fna
13297 , 6,3M , GCF_008033765.1_ASM803376v1_genomic.fna
13298 , 4,0M , GCF_008041895.1_ASM804189v1_genomic.fna
13299 , 5,7M , GCF_008041975.1_ASM804197v1_genomic.fna
13300 , 1,9M , GCF_008041995.1_ASM804199v1_genomic.fna
13301 , 4,7M , GCF_008042015.2_ASM804201v2_genomic.fna
13302 , 4,2M , GCF_008064855.1_ASM806485v1_genomic.fna
13303 , 4,5M , GCF_008064875.1_ASM806487v1_genomic.fna
13304 , 4,6M , GCF_008064895.1_ASM806489v1_genomic.fna
13305 , 4,4M , GCF_008064915.1_ASM806491v1_genomic.fna
13306 , 8,1M , GCF_008064995.1_ASM806499v1_genomic.fna
13307 , 2,2M , GCF_008065015.2_ASM806501v2_genomic.fna
13308 , 8,7M , GCF_008065095.1_ASM806509v1_genomic.fna
13309 , 8,0M , GCF_008065135.1_ASM806513v1_genomic.fna
13310 , 3,5M , GCF_008065155.1_ASM806515v1_genomic.fna
13311 , 5,6M , GCF_008065415.1_ASM806541v1_genomic.fna
13312 , 5,4M , GCF_008065435.1_ASM806543v1_genomic.fna
13313 , 5,1M , GCF_008065455.1_ASM806545v1_genomic.fna
13314 , 4,7M , GCF_008080655.1_ASM808065v1_genomic.fna
13315 , 3,1M , GCF_008083195.1_ASM808319v1_genomic.fna
13316 , 2,1M , GCF_008085695.1_ASM808569v1_genomic.fna
13317 , 2,2M , GCF_008085715.1_ASM808571v1_genomic.fna
13318 , 2,1M , GCF_008085735.1_ASM808573v1_genomic.fna
13319 , 2,1M , GCF_008085755.1_ASM808575v1_genomic.fna
13320 , 2,1M , GCF_008085775.1_ASM808577v1_genomic.fna
13321 , 2,1M , GCF_008085795.1_ASM808579v1_genomic.fna
13322 , 2,1M , GCF_008085815.1_ASM808581v1_genomic.fna
13323 , 2,1M , GCF_008085835.1_ASM808583v1_genomic.fna
13324 , 2,1M , GCF_008085855.1_ASM808585v1_genomic.fna
13325 , 2,2M , GCF_008085875.1_ASM808587v1_genomic.fna
13326 , 2,2M , GCF_008086305.1_ASM808630v1_genomic.fna
13327 , 3,9M , GCF_008086325.1_ASM808632v1_genomic.fna
13328 , 6,0M , GCF_008086345.1_ASM808634v1_genomic.fna
13329 , 2,3M , GCF_008086365.1_ASM808636v1_genomic.fna
13330 , 2,3M , GCF_008086385.1_ASM808638v1_genomic.fna
13331 , 2,3M , GCF_008086405.1_ASM808640v1_genomic.fna
13332 , 2,2M , GCF_008086425.1_ASM808642v1_genomic.fna
13333 , 4,8M , GCF_008086465.1_ASM808646v1_genomic.fna
13334 , 1,4M , GCF_008086545.1_ASM808654v1_genomic.fna
13335 , 2,1M , GCF_008087605.1_ASM808760v1_genomic.fna
13336 , 11M , GCF_008087625.1_ASM808762v1_genomic.fna
13337 , 6,4M , GCF_008087665.1_ASM808766v1_genomic.fna
13338 , 3,6M , GCF_008118345.1_ASM811834v1_genomic.fna
13339 , 4,6M , GCF_008118365.1_ASM811836v1_genomic.fna
13340 , 6,0M , GCF_008119665.1_ASM811966v1_genomic.fna
13341 , 4,2M , GCF_008121475.1_ASM812147v1_genomic.fna
13342 , 3,5M , GCF_008121495.1_ASM812149v1_genomic.fna
13343 , 5,8M , GCF_008121515.1_ASM812151v1_genomic.fna
13344 , 5,5M , GCF_008121535.1_ASM812153v1_genomic.fna
13345 , 4,4M , GCF_008122265.1_ASM812226v1_genomic.fna
13346 , 5,2M , GCF_008122285.1_ASM812228v1_genomic.fna
13347 , 4,5M , GCF_008123985.1_ASM812398v1_genomic.fna
13348 , 5,2M , GCF_008124005.1_ASM812400v1_genomic.fna
13349 , 4,5M , GCF_008124025.1_ASM812402v1_genomic.fna
13350 , 3,8M , GCF_008124045.1_ASM812404v1_genomic.fna
13351 , 4,8M , GCF_008124065.1_ASM812406v1_genomic.fna
13352 , 5,0M , GCF_008124085.1_ASM812408v1_genomic.fna
13353 , 4,5M , GCF_008124105.1_ASM812410v1_genomic.fna
13354 , 4,6M , GCF_008124125.1_ASM812412v1_genomic.fna
13355 , 4,6M , GCF_008124145.1_ASM812414v1_genomic.fna
13356 , 4,7M , GCF_008124165.1_ASM812416v1_genomic.fna
13357 , 4,7M , GCF_008124185.1_ASM812418v1_genomic.fna
13358 , 4,6M , GCF_008124205.1_ASM812420v1_genomic.fna
13359 , 4,6M , GCF_008124225.1_ASM812422v1_genomic.fna
13360 , 4,5M , GCF_008124245.1_ASM812424v1_genomic.fna
13361 , 4,6M , GCF_008124265.1_ASM812426v1_genomic.fna
13362 , 4,6M , GCF_008124285.1_ASM812428v1_genomic.fna
13363 , 4,6M , GCF_008124305.1_ASM812430v1_genomic.fna
13364 , 4,6M , GCF_008124325.1_ASM812432v1_genomic.fna
13365 , 4,6M , GCF_008124345.1_ASM812434v1_genomic.fna
13366 , 4,6M , GCF_008124365.1_ASM812436v1_genomic.fna
13367 , 4,6M , GCF_008124385.1_ASM812438v1_genomic.fna
13368 , 4,6M , GCF_008124405.1_ASM812440v1_genomic.fna
13369 , 5,0M , GCF_008124425.1_ASM812442v1_genomic.fna
13370 , 2,5M , GCF_008151785.1_ASM815178v1_genomic.fna
13371 , 5,1M , GCF_008152105.1_ASM815210v1_genomic.fna
13372 , 3,0M , GCF_008152325.1_ASM815232v1_genomic.fna
13373 , 3,4M , GCF_008152505.1_ASM815250v1_genomic.fna
13374 , 3,4M , GCF_008152825.1_ASM815282v1_genomic.fna
13375 , 3,1M , GCF_008153055.1_ASM815305v1_genomic.fna
13376 , 3,6M , GCF_008153205.1_ASM815320v1_genomic.fna
13377 , 3,3M , GCF_008153345.1_ASM815334v1_genomic.fna
13378 , 3,8M , GCF_008180305.1_ASM818030v1_genomic.fna
13379 , 6,8M , GCF_008195485.1_ASM819548v1_genomic.fna
13380 , 4,1M , GCF_008195605.1_ASM819560v1_genomic.fna
13381 , 3,8M , GCF_008195825.1_ASM819582v1_genomic.fna
13382 , 2,8M , GCF_008244705.1_ASM824470v1_genomic.fna
13383 , 2,8M , GCF_008244725.1_ASM824472v1_genomic.fna
13384 , 2,8M , GCF_008244745.1_ASM824474v1_genomic.fna
13385 , 3,7M , GCF_008244765.1_ASM824476v1_genomic.fna
13386 , 4,8M , GCF_008244785.1_ASM824478v1_genomic.fna
13387 , 4,8M , GCF_008244805.1_ASM824480v1_genomic.fna
13388 , 4,8M , GCF_008244825.1_ASM824482v1_genomic.fna
13389 , 4,8M , GCF_008244845.1_ASM824484v1_genomic.fna
13390 , 3,9M , GCF_008244865.1_ASM824486v1_genomic.fna
13391 , 3,9M , GCF_008244885.1_ASM824488v1_genomic.fna
13392 , 3,8M , GCF_008244905.1_ASM824490v1_genomic.fna
13393 , 3,8M , GCF_008244925.1_ASM824492v1_genomic.fna
13394 , 1,7M , GCF_008245005.1_ASM824500v1_genomic.fna
13395 , 1,5M , GCF_008245025.1_ASM824502v1_genomic.fna
13396 , 1,5M , GCF_008245045.1_ASM824504v1_genomic.fna
13397 , 1,4M , GCF_008245065.1_ASM824506v1_genomic.fna
13398 , 6,3M , GCF_008245125.1_ASM824512v1_genomic.fna
13399 , 6,3M , GCF_008245145.1_ASM824514v1_genomic.fna
13400 , 4,0M , GCF_008245165.1_ASM824516v1_genomic.fna
13401 , 6,1M , GCF_008245185.1_ASM824518v1_genomic.fna
13402 , 3,5M , GCF_008247605.1_ASM824760v1_genomic.fna
13403 , 2,0M , GCF_008253725.1_ASM825372v1_genomic.fna
13404 , 6,9M , GCF_008253865.1_ASM825386v1_genomic.fna
13405 , 9,1M , GCF_008254045.1_ASM825404v1_genomic.fna
13406 , 3,3M , GCF_008271365.1_ASM827136v1_genomic.fna
13407 , 1,9M , GCF_008271385.1_ASM827138v1_genomic.fna
13408 , 4,5M , GCF_008271405.2_ASM827140v2_genomic.fna
13409 , 6,6M , GCF_008271425.1_ASM827142v1_genomic.fna
13410 , 3,5M , GCF_008274805.1_ASM827480v1_genomic.fna
13411 , 4,4M , GCF_008274825.1_ASM827482v1_genomic.fna
13412 , 3,1M , GCF_008274845.1_ASM827484v1_genomic.fna
13413 , 5,3M , GCF_008274865.1_ASM827486v1_genomic.fna
13414 , 5,3M , GCF_008274885.1_ASM827488v1_genomic.fna
13415 , 6,0M , GCF_008274905.1_ASM827490v1_genomic.fna
13416 , 5,8M , GCF_008274925.1_ASM827492v1_genomic.fna
13417 , 6,9M , GCF_008274945.1_ASM827494v1_genomic.fna
13418 , 7,2M , GCF_008274965.1_ASM827496v1_genomic.fna
13419 , 4,2M , GCF_008275125.1_ASM827512v1_genomic.fna
13420 , 3,8M , GCF_008281175.1_ASM828117v1_genomic.fna
13421 , 7,6M , GCF_008298035.1_ASM829803v1_genomic.fna
13422 , 2,4M , GCF_008305695.1_ASM830569v1_genomic.fna
13423 , 6,7M , GCF_008306195.1_ASM830619v1_genomic.fna
13424 , 4,6M , GCF_008313815.1_ASM831381v1_genomic.fna
13425 , 1,6M , GCF_008326525.1_ASM832652v1_genomic.fna
13426 , 2,1M , GCF_008327825.1_ASM832782v1_genomic.fna
13427 , 5,5M , GCF_008329645.1_ASM832964v1_genomic.fna
13428 , 4,9M , GCF_008329665.1_ASM832966v1_genomic.fna
13429 , 2,1M , GCF_008329765.1_ASM832976v1_genomic.fna
13430 , 3,2M , GCF_008329785.1_ASM832978v1_genomic.fna
13431 , 1,2M , GCF_008329805.1_ASM832980v1_genomic.fna
13432 , 3,0M , GCF_008329845.1_ASM832984v1_genomic.fna
13433 , 2,8M , GCF_008329865.1_ASM832986v1_genomic.fna
13434 , 2,8M , GCF_008329885.1_ASM832988v1_genomic.fna
13435 , 4,3M , GCF_008329925.1_ASM832992v1_genomic.fna
13436 , 3,6M , GCF_008329945.1_ASM832994v1_genomic.fna
13437 , 3,9M , GCF_008329965.1_ASM832996v1_genomic.fna
13438 , 4,8M , GCF_008329985.2_ASM832998v2_genomic.fna
13439 , 4,0M , GCF_008330005.1_ASM833000v1_genomic.fna
13440 , 2,1M , GCF_008330025.1_ASM833002v1_genomic.fna
13441 , 2,8M , GCF_008330045.1_ASM833004v1_genomic.fna
13442 , 2,3M , GCF_008330065.1_ASM833006v1_genomic.fna
13443 , 5,6M , GCF_008330085.1_ASM833008v1_genomic.fna
13444 , 4,8M , GCF_008330205.1_ASM833020v1_genomic.fna
13445 , 4,0M , GCF_008330225.1_ASM833022v1_genomic.fna
13446 , 1,8M , GCF_008330245.1_ASM833024v1_genomic.fna
13447 , 1,8M , GCF_008330265.1_ASM833026v1_genomic.fna
13448 , 1,8M , GCF_008330285.1_ASM833028v1_genomic.fna
13449 , 1,8M , GCF_008330305.1_ASM833030v1_genomic.fna
13450 , 1,8M , GCF_008330325.1_ASM833032v1_genomic.fna
13451 , 1,8M , GCF_008330345.1_ASM833034v1_genomic.fna
13452 , 1,8M , GCF_008330365.1_ASM833036v1_genomic.fna
13453 , 1,8M , GCF_008330385.1_ASM833038v1_genomic.fna
13454 , 1,8M , GCF_008330405.1_ASM833040v1_genomic.fna
13455 , 1,8M , GCF_008330425.1_ASM833042v1_genomic.fna
13456 , 1,8M , GCF_008330445.1_ASM833044v1_genomic.fna
13457 , 1,8M , GCF_008330465.1_ASM833046v1_genomic.fna
13458 , 1,8M , GCF_008330485.1_ASM833048v1_genomic.fna
13459 , 1,8M , GCF_008330505.1_ASM833050v1_genomic.fna
13460 , 1,8M , GCF_008330525.1_ASM833052v1_genomic.fna
13461 , 1,8M , GCF_008330545.1_ASM833054v1_genomic.fna
13462 , 6,8M , GCF_008330565.1_ASM833056v1_genomic.fna
13463 , 2,8M , GCF_008330585.1_ASM833058v1_genomic.fna
13464 , 2,7M , GCF_008330605.1_ASM833060v1_genomic.fna
13465 , 2,1M , GCF_008330745.1_ASM833074v1_genomic.fna
13466 , 2,1M , GCF_008330765.1_ASM833076v1_genomic.fna
13467 , 2,1M , GCF_008330785.1_ASM833078v1_genomic.fna
13468 , 2,1M , GCF_008330805.1_ASM833080v1_genomic.fna
13469 , 2,2M , GCF_008330825.1_ASM833082v1_genomic.fna
13470 , 2,1M , GCF_008330845.1_ASM833084v1_genomic.fna
13471 , 2,1M , GCF_008330865.1_ASM833086v1_genomic.fna
13472 , 2,1M , GCF_008330885.1_ASM833088v1_genomic.fna
13473 , 2,1M , GCF_008330905.1_ASM833090v1_genomic.fna
13474 , 2,1M , GCF_008330925.1_ASM833092v1_genomic.fna
13475 , 7,3M , GCF_008330945.1_ASM833094v1_genomic.fna
13476 , 4,5M , GCF_008330965.1_ASM833096v1_genomic.fna
13477 , 5,0M , GCF_008364265.2_ASM836426v2_genomic.fna
13478 , 5,2M , GCF_008364325.2_ASM836432v2_genomic.fna
13479 , 5,1M , GCF_008365235.1_ASM836523v1_genomic.fna
13480 , 4,5M , GCF_008365255.1_ASM836525v1_genomic.fna
13481 , 2,5M , GCF_008365275.1_ASM836527v1_genomic.fna
13482 , 3,0M , GCF_008365315.1_ASM836531v1_genomic.fna
13483 , 4,6M , GCF_008365355.1_ASM836535v1_genomic.fna
13484 , 3,8M , GCF_008367895.1_ASM836789v1_genomic.fna
13485 , 4,0M , GCF_008369605.1_ASM836960v1_genomic.fna
13486 , 4,3M , GCF_008369625.1_ASM836962v1_genomic.fna
13487 , 4,9M , GCF_008369685.1_ASM836968v1_genomic.fna
13488 , 5,3M , GCF_008369705.1_ASM836970v1_genomic.fna
13489 , 5,3M , GCF_008369725.1_ASM836972v1_genomic.fna
13490 , 5,4M , GCF_008369745.1_ASM836974v1_genomic.fna
13491 , 2,0M , GCF_008369765.1_ASM836976v1_genomic.fna
13492 , 2,0M , GCF_008369785.1_ASM836978v1_genomic.fna
13493 , 2,5M , GCF_008369805.1_ASM836980v1_genomic.fna
13494 , 2,8M , GCF_008370165.1_ASM837016v1_genomic.fna
13495 , 6,6M , GCF_008370715.1_ASM837071v1_genomic.fna
13496 , 4,9M , GCF_008370735.1_ASM837073v1_genomic.fna
13497 , 5,0M , GCF_008370755.1_ASM837075v1_genomic.fna
13498 , 4,5M , GCF_008370775.1_ASM837077v1_genomic.fna
13499 , 2,9M , GCF_008370815.1_ASM837081v1_genomic.fna
13500 , 4,7M , GCF_008370835.2_ASM837083v2_genomic.fna
13501 , 3,6M , GCF_008370855.1_ASM837085v1_genomic.fna
13502 , 4,7M , GCF_008375335.1_ASM837533v1_genomic.fna
13503 , 2,6M , GCF_008386235.1_ASM838623v1_genomic.fna
13504 , 4,8M , GCF_008386295.1_ASM838629v1_genomic.fna
13505 , 3,4M , GCF_008386315.1_ASM838631v1_genomic.fna
13506 , 1,7M , GCF_008386335.1_ASM838633v1_genomic.fna
13507 , 7,4M , GCF_008386395.1_ASM838639v1_genomic.fna
13508 , 5,7M , GCF_008432245.1_ASM843224v1_genomic.fna
13509 , 6,2M , GCF_008432465.1_ASM843246v1_genomic.fna
13510 , 2,3M , GCF_008461625.1_ASM846162v1_genomic.fna
13511 , 2,3M , GCF_008461845.1_ASM846184v1_genomic.fna
13512 , 2,3M , GCF_008462025.1_ASM846202v1_genomic.fna
13513 , 2,8M , GCF_008462245.1_ASM846224v1_genomic.fna
13514 , 5,3M , GCF_008462425.1_ASM846242v1_genomic.fna
13515 , 5,3M , GCF_008505035.1_ASM850503v1_genomic.fna
13516 , 3,9M , GCF_008534375.1_ASM853437v1_genomic.fna
13517 , 2,0M , GCF_008586745.1_ASM858674v1_genomic.fna
13518 , 2,0M , GCF_008586805.1_ASM858680v1_genomic.fna
13519 , 2,0M , GCF_008586825.1_ASM858682v1_genomic.fna
13520 , 2,0M , GCF_008586845.1_ASM858684v1_genomic.fna
13521 , 5,2M , GCF_008593565.1_ASM859356v1_genomic.fna
13522 , 5,3M , GCF_008605605.1_ASM860560v1_genomic.fna
13523 , 2,9M , GCF_008619075.1_ASM861907v1_genomic.fna
13524 , 2,8M , GCF_008619235.1_ASM861923v1_genomic.fna
13525 , 2,8M , GCF_008619415.1_ASM861941v1_genomic.fna
13526 , 2,7M , GCF_008619595.1_ASM861959v1_genomic.fna
13527 , 2,7M , GCF_008619795.1_ASM861979v1_genomic.fna
13528 , 2,8M , GCF_008619935.1_ASM861993v1_genomic.fna
13529 , 2,9M , GCF_008620055.1_ASM862005v1_genomic.fna
13530 , 2,8M , GCF_008620175.1_ASM862017v1_genomic.fna
13531 , 3,5M , GCF_008630635.1_ASM863063v1_genomic.fna
13532 , 3,9M , GCF_008630895.1_ASM863089v1_genomic.fna
13533 , 3,3M , GCF_008630915.1_ASM863091v1_genomic.fna
13534 , 1,8M , GCF_008630935.1_ASM863093v1_genomic.fna
13535 , 5,8M , GCF_008632415.1_ASM863241v1_genomic.fna
13536 , 4,4M , GCF_008632455.1_ASM863245v1_genomic.fna
13537 , 5,0M , GCF_008632555.1_ASM863255v1_genomic.fna
13538 , 5,0M , GCF_008632575.1_ASM863257v1_genomic.fna
13539 , 5,4M , GCF_008632595.1_ASM863259v1_genomic.fna
13540 , 2,2M , GCF_008632615.1_ASM863261v1_genomic.fna
13541 , 3,9M , GCF_008632635.1_ASM863263v1_genomic.fna
13542 , 7,1M , GCF_008632955.1_ASM863295v1_genomic.fna
13543 , 7,7M , GCF_008639045.1_ASM863904v1_genomic.fna
13544 , 8,0M , GCF_008639165.1_ASM863916v1_genomic.fna
13545 , 7,5M , GCF_008642275.1_ASM864227v1_genomic.fna
13546 , 7,3M , GCF_008642295.1_ASM864229v1_genomic.fna
13547 , 8,7M , GCF_008642315.1_ASM864231v1_genomic.fna
13548 , 7,8M , GCF_008642335.1_ASM864233v1_genomic.fna
13549 , 7,8M , GCF_008642355.1_ASM864235v1_genomic.fna
13550 , 8,3M , GCF_008642375.1_ASM864237v1_genomic.fna
13551 , 5,3M , GCF_008642395.1_ASM864239v1_genomic.fna
13552 , 4,7M , GCF_008642415.1_ASM864241v1_genomic.fna
13553 , 2,0M , GCF_008693345.1_ASM869334v1_genomic.fna
13554 , 4,3M , GCF_008693365.1_ASM869336v1_genomic.fna
13555 , 6,9M , GCF_008693385.1_ASM869338v1_genomic.fna
